,1,5,4,3,2,6,12,11,10,9,8,7,15,13,31,14,16,17,19,18,24,23,22,21,20,25,26,30,29,28,27
1,0,2.004792,1.9887839999999999,2.4747360000000005,2.002032,2.095728,2.9997360000000004,3.000792,2.9847840000000003,3.469344,2.938032,3.848784,3.3363600000000004,4.544904,4.088832,4.365360000000001,8.137656,8.485608,9.211872000000001,7.736016000000001,7.077575999999999,5.918064,5.603879999999999,5.094912000000001,5.094912000000001,9.864312,10.59072,7.660272,6.502224,6.502224,6.014928
5,2.004792,0,0.016008,1.4633040000000002,1.93932,2.615616,1.8714719999999998,0.996,0.9799919999999999,1.467312,1.947312,3.4612800000000004,1.8296640000000002,4.2839279999999995,3.3501600000000002,2.3633040000000003,7.876679999999999,8.224632,8.950896,7.475039999999999,6.816600000000001,5.657088,5.342904,4.8339360000000005,4.8339360000000005,9.603335999999999,10.329744,7.3992960000000005,6.241248,6.241248,5.753951999999999
4,1.9887839999999999,0.016008,0,1.4793120000000002,1.9553040000000002,2.599632,1.887456,1.012008,0.996,1.48332,1.96332,3.4772879999999997,1.8456480000000002,4.299936,3.3661679999999996,2.379312,7.892688,8.240639999999999,8.96688,7.491047999999999,6.8326080000000005,5.673095999999999,5.358912,4.849944,4.849944,9.61932,10.345751999999997,7.415304000000001,6.257256,6.257256,5.769936
3,2.4747360000000005,1.4633040000000002,1.4793120000000002,0,1.4633040000000002,2.10432,2.3794560000000002,1.499304,1.48332,0.996,1.47132,2.9852879999999993,2.332968,3.807936,2.920824,1.8919920000000001,7.400688,7.748639999999999,8.474879999999999,6.999048,6.3406080000000005,5.181096,4.866912,4.357944,4.357944,9.127320000000001,9.853751999999998,6.923304000000001,5.765256000000001,5.765256000000001,5.2779359999999995
2,2.002032,1.93932,1.9553040000000002,1.4633040000000002,0,1.631616,2.8554720000000002,1.9753199999999997,1.959312,1.467312,0.936,2.4452879999999997,2.8089600000000003,3.267936,2.385528,2.3633040000000003,6.860687999999999,7.20864,7.934880000000001,6.459047999999999,5.800608,4.641096,4.326912,3.8179439999999993,3.8179439999999993,8.58732,9.313752000000001,6.383304000000001,5.225255999999999,5.225255999999999,4.737936
6,2.095728,2.615616,2.599632,2.10432,1.631616,0,3.934008,3.0538800000000004,3.0378719999999997,2.545872,2.00988,2.57652,3.7849920000000004,2.449176,2.8165679999999997,3.334656,6.0419279999999995,6.38988,7.116143999999999,5.640312,4.981872000000001,3.8223600000000006,3.508176,2.999184,2.999184,7.768584,8.494992,5.564568,4.4065199999999995,4.4065199999999995,3.9192
12,2.9997360000000004,1.8714719999999998,1.887456,2.3794560000000002,2.8554720000000002,3.934008,0,1.711416,1.7274,2.2194,2.7554159999999994,3.852504,0.877752,4.77144,2.8466159999999996,2.115408,8.364192000000001,8.712144,9.438407999999999,7.9625520000000005,7.304112,6.144624000000001,6.227304,5.750088,5.750088,10.090848000000001,10.817256,7.886808000000001,7.139303999999999,7.139303999999999,6.67008
11,3.000792,0.996,1.012008,1.499304,1.9753199999999997,3.0538800000000004,1.711416,0,0.016008,1.47132,1.983312,3.1044,0.833664,4.02336,2.35416,1.367304,7.616112,7.9640640000000005,8.690304000000001,7.214472,6.556032,5.396520000000001,5.378904,4.869936,4.869936,9.342744,10.069175999999999,7.1387279999999995,6.277247999999999,6.277247999999999,5.7899519999999995
10,2.9847840000000003,0.9799919999999999,0.996,1.48332,1.959312,3.0378719999999997,1.7274,0.016008,0,1.487304,1.967304,3.120408,0.849648,4.039344,2.370168,1.3833119999999999,7.632096000000001,7.980047999999999,8.706312,7.230456,6.572016,5.412528,5.36292,4.853952,4.853952,9.358752,10.085159999999998,7.154712000000001,6.261264,6.261264,5.773943999999999
9,3.469344,1.467312,1.48332,0.996,1.467312,2.545872,2.2194,1.47132,1.487304,0,1.4753040000000002,2.628408,1.341648,3.547344,1.9295280000000004,0.895992,7.140096,7.488048,8.214312000000001,6.738456,6.080016,4.920528,4.87092,4.361952,4.361952,8.866752,9.593160000000001,6.662712,5.769264000000001,5.769264000000001,5.281944000000001
8,2.938032,1.947312,1.96332,1.47132,0.936,2.00988,2.7554159999999994,1.983312,1.967304,1.4753040000000002,0,2.148408,1.877664,3.067344,1.449528,1.4273040000000004,6.660096000000001,7.008048,7.734312,6.258456,5.600016,4.440528,4.334904,3.8259360000000004,3.8259360000000004,8.386752,9.11316,6.182712,5.233248,5.233248,4.745952
7,3.848784,3.4612800000000004,3.4772879999999997,2.9852879999999993,2.4452879999999997,2.57652,3.852504,3.1044,3.120408,2.628408,2.148408,0,2.9747519999999996,0.9189360000000001,2.006328,2.5244159999999995,4.5116879999999995,4.85964,5.585903999999999,4.110048,3.4516080000000007,2.292096,2.3748,2.3762640000000004,2.3762640000000004,6.238344,6.964752,4.034304000000001,3.2868,3.2868,3.296256
15,3.3363600000000004,1.8296640000000002,1.8456480000000002,2.332968,2.8089600000000003,3.7849920000000004,0.877752,0.833664,0.849648,1.341648,1.877664,2.9747519999999996,0,3.8936879999999996,2.219832,1.2376560000000003,7.48644,7.834391999999999,8.560656,7.0848,6.426360000000001,5.2668479999999995,5.349552,5.3510159999999996,5.3510159999999996,9.213096,9.939504000000001,7.009056,6.261551999999999,6.261551999999999,6.271007999999999
13,4.544904,4.2839279999999995,4.299936,3.807936,3.267936,2.449176,4.77144,4.02336,4.039344,3.547344,3.067344,0.9189360000000001,3.8936879999999996,0,2.925264,3.443352,3.592752,3.940704,4.666968,3.191112,2.532672,1.3731599999999997,1.455864,1.9422,1.9422,5.319384,6.045816000000001,3.1153679999999997,2.367864,2.367864,2.8551840000000004
31,4.088832,3.3501600000000002,3.3661679999999996,2.920824,2.385528,2.8165679999999997,2.8466159999999996,2.35416,2.370168,1.9295280000000004,1.449528,2.006328,2.219832,2.925264,0,1.2112319999999999,6.518016,6.8659680000000005,7.592232,6.116375999999999,5.457936,4.2984480000000005,4.381128,4.382592,4.382592,8.244672000000001,8.971079999999999,6.040632,5.293127999999999,5.293127999999999,5.3025839999999995
14,4.365360000000001,2.3633040000000003,2.379312,1.8919920000000001,2.3633040000000003,3.334656,2.115408,1.367304,1.3833119999999999,0.895992,1.4273040000000004,2.5244159999999995,1.2376560000000003,3.443352,1.2112319999999999,0,7.036103999999999,7.384056,8.110296,6.634464,5.976024000000001,4.816512,4.899216,4.9006799999999995,4.9006799999999995,8.762736,9.489168000000001,6.558720000000001,5.811216000000001,5.811216000000001,5.820672000000001
16,8.137656,7.876679999999999,7.892688,7.400688,6.860687999999999,6.0419279999999995,8.364192000000001,7.616112,7.632096000000001,7.140096,6.660096000000001,4.5116879999999995,7.48644,3.592752,6.518016,7.036103999999999,0,0.46142399999999995,1.074216,1.4539199999999999,1.99608,3.197256,3.808487999999999,4.294824,4.294824,2.3266560000000003,3.0530639999999996,2.52792,3.7532639999999997,3.7532639999999997,4.245264
17,8.485608,8.224632,8.240639999999999,7.748639999999999,7.20864,6.38988,8.712144,7.9640640000000005,7.980047999999999,7.488048,7.008048,4.85964,7.834391999999999,3.940704,6.8659680000000005,7.384056,0.46142399999999995,0,0.9243119999999999,1.0654080000000001,1.7168160000000003,2.7358320000000003,3.36384,3.8638320000000004,3.8638320000000004,2.5647840000000004,3.2911919999999997,2.066496,3.2918399999999997,3.2918399999999997,3.78384
19,9.211872000000001,8.950896,8.96688,8.474879999999999,7.934880000000001,7.116143999999999,9.438407999999999,8.690304000000001,8.706312,8.214312000000001,7.734312,5.585903999999999,8.560656,4.666968,7.592232,8.110296,1.074216,0.9243119999999999,0,1.9897199999999997,2.641128,3.660144,4.288152,4.788144,4.788144,1.83108,2.447688,2.990808,4.216152,4.216152,4.708152
18,7.736016000000001,7.475039999999999,7.491047999999999,6.999048,6.459047999999999,5.640312,7.9625520000000005,7.214472,7.230456,6.738456,6.258456,4.110048,7.0848,3.191112,6.116375999999999,6.634464,1.4539199999999999,1.0654080000000001,1.9897199999999997,0,1.2627359999999999,2.281752,2.9097600000000003,3.409752,3.409752,3.180576,3.9069840000000005,1.612416,2.8377600000000003,2.8377600000000003,3.3297600000000007
24,7.077575999999999,6.816600000000001,6.8326080000000005,6.3406080000000005,5.800608,4.981872000000001,7.304112,6.556032,6.572016,6.080016,5.600016,3.4516080000000007,6.426360000000001,2.532672,5.457936,5.976024000000001,1.99608,1.7168160000000003,2.641128,1.2627359999999999,0,1.7259360000000001,2.353944,2.853936,2.853936,3.722712,4.449144,1.3592160000000002,2.2819439999999998,2.2819439999999998,2.773944
23,5.918064,5.657088,5.673095999999999,5.181096,4.641096,3.8223600000000006,6.144624000000001,5.396520000000001,5.412528,4.920528,4.440528,2.292096,5.2668479999999995,1.3731599999999997,4.2984480000000005,4.816512,3.197256,2.7358320000000003,3.660144,2.281752,1.7259360000000001,0,1.311312,1.811304,1.811304,4.985831999999999,5.71224,1.742208,1.239312,1.239312,1.731312
22,5.603879999999999,5.342904,5.358912,4.866912,4.326912,3.508176,6.227304,5.378904,5.36292,4.87092,4.334904,2.3748,5.349552,1.455864,4.381128,4.899216,3.808487999999999,3.36384,4.288152,2.9097600000000003,2.353944,1.311312,0,1.4793120000000002,1.4793120000000002,5.535120000000001,6.261551999999999,2.365512,0.912,0.912,1.39932
21,5.094912000000001,4.8339360000000005,4.849944,4.357944,3.8179439999999993,2.999184,5.750088,4.869936,4.853952,4.361952,3.8259360000000004,2.3762640000000004,5.3510159999999996,1.9422,4.382592,4.9006799999999995,4.294824,3.8638320000000004,4.788144,3.409752,2.853936,1.811304,1.4793120000000002,0,0,6.02148,6.7478880000000006,2.865528,1.4073120000000001,1.4073120000000001,0.919992
20,5.094912000000001,4.8339360000000005,4.849944,4.357944,3.8179439999999993,2.999184,5.750088,4.869936,4.853952,4.361952,3.8259360000000004,2.3762640000000004,5.3510159999999996,1.9422,4.382592,4.9006799999999995,4.294824,3.8638320000000004,4.788144,3.409752,2.853936,1.811304,1.4793120000000002,0,0,6.02148,6.7478880000000006,2.865528,1.4073120000000001,1.4073120000000001,0.919992
25,9.864312,9.603335999999999,9.61932,9.127320000000001,8.58732,7.768584,10.090848000000001,9.342744,9.358752,8.866752,8.386752,6.238344,9.213096,5.319384,8.244672000000001,8.762736,2.3266560000000003,2.5647840000000004,1.83108,3.180576,3.722712,4.985831999999999,5.535120000000001,6.02148,6.02148,0,0.7264320000000001,4.63128,5.856624,5.856624,6.348624000000001
26,10.59072,10.329744,10.345751999999997,9.853751999999998,9.313752000000001,8.494992,10.817256,10.069175999999999,10.085159999999998,9.593160000000001,9.11316,6.964752,9.939504000000001,6.045816000000001,8.971079999999999,9.489168000000001,3.0530639999999996,3.2911919999999997,2.447688,3.9069840000000005,4.449144,5.71224,6.261551999999999,6.7478880000000006,6.7478880000000006,0.7264320000000001,0,5.357688,6.583031999999999,6.583031999999999,7.075032
30,7.660272,7.3992960000000005,7.415304000000001,6.923304000000001,6.383304000000001,5.564568,7.886808000000001,7.1387279999999995,7.154712000000001,6.662712,6.182712,4.034304000000001,7.009056,3.1153679999999997,6.040632,6.558720000000001,2.52792,2.066496,2.990808,1.612416,1.3592160000000002,1.742208,2.365512,2.865528,2.865528,4.63128,5.357688,0,1.5736800000000002,1.5736800000000002,2.06568
29,6.502224,6.241248,6.257256,5.765256000000001,5.225255999999999,4.4065199999999995,7.139303999999999,6.277247999999999,6.261264,5.769264000000001,5.233248,3.2868,6.261551999999999,2.367864,5.293127999999999,5.811216000000001,3.7532639999999997,3.2918399999999997,4.216152,2.8377600000000003,2.2819439999999998,1.239312,0.912,1.4073120000000001,1.4073120000000001,5.856624,6.583031999999999,1.5736800000000002,0,0,1.3273199999999996
28,6.502224,6.241248,6.257256,5.765256000000001,5.225255999999999,4.4065199999999995,7.139303999999999,6.277247999999999,6.261264,5.769264000000001,5.233248,3.2868,6.261551999999999,2.367864,5.293127999999999,5.811216000000001,3.7532639999999997,3.2918399999999997,4.216152,2.8377600000000003,2.2819439999999998,1.239312,0.912,1.4073120000000001,1.4073120000000001,5.856624,6.583031999999999,1.5736800000000002,0,0,1.3273199999999996
27,6.014928,5.753951999999999,5.769936,5.2779359999999995,4.737936,3.9192,6.67008,5.7899519999999995,5.773943999999999,5.281944000000001,4.745952,3.296256,6.271007999999999,2.8551840000000004,5.3025839999999995,5.820672000000001,4.245264,3.78384,4.708152,3.3297600000000007,2.773944,1.731312,1.39932,0.919992,0.919992,6.348624000000001,7.075032,2.06568,1.3273199999999996,1.3273199999999996,0